# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Tilia japonica trunk.
#wl,R
350,0.0759072
351,0.0790163
352,0.0779017
353,0.0793145
354,0.0761705
355,0.0701624
356,0.0736301
357,0.0738527
358,0.0742354
359,0.077703
360,0.0770292
361,0.0770447
362,0.0783783
363,0.0792284
364,0.0780956
365,0.0778655
366,0.0786672
367,0.077021
368,0.0774542
369,0.0778987
370,0.0770888
371,0.0779246
372,0.0791795
373,0.0796422
374,0.0785954
375,0.0774967
376,0.0782971
377,0.0804282
378,0.0808401
379,0.0809706
380,0.0803293
381,0.0791451
382,0.0808851
383,0.081195
384,0.0803418
385,0.0814546
386,0.0828985
387,0.0831984
388,0.0825325
389,0.0828399
390,0.0817121
391,0.0810243
392,0.082306
393,0.0821852
394,0.0827624
395,0.0841685
396,0.0851403
397,0.0842656
398,0.0840014
399,0.0850358
400,0.0844987
401,0.0848141
402,0.0852531
403,0.0847306
404,0.0850468
405,0.0851675
406,0.0850414
407,0.0857922
408,0.0857191
409,0.0850691
410,0.0844051
411,0.0849475
412,0.0856888
413,0.0862371
414,0.0865316
415,0.086374
416,0.0858556
417,0.085487
418,0.0858667
419,0.0860079
420,0.0861182
421,0.0863447
422,0.0861222
423,0.0859968
424,0.0860479
425,0.0863074
426,0.0864748
427,0.0864633
428,0.086604
429,0.0867434
430,0.0867826
431,0.0869371
432,0.0871927
433,0.0877042
434,0.08777
435,0.0876073
436,0.0878792
437,0.0879929
438,0.0879897
439,0.0880607
440,0.08835
441,0.0886333
442,0.0888401
443,0.0891336
444,0.0894397
445,0.0895373
446,0.089568
447,0.0899199
448,0.0902225
449,0.0907617
450,0.0914953
451,0.0915874
452,0.0913696
453,0.0914647
454,0.0919042
455,0.0920858
456,0.0922869
457,0.0925378
458,0.0924845
459,0.0927138
460,0.0930054
461,0.0929229
462,0.0928987
463,0.0931108
464,0.0934484
465,0.0934333
466,0.093582
467,0.0938516
468,0.0940711
469,0.0939227
470,0.0940968
471,0.0945065
472,0.0946475
473,0.0946742
474,0.0948853
475,0.0951773
476,0.0952432
477,0.0952041
478,0.0952484
479,0.0955642
480,0.0960474
481,0.0962897
482,0.0962605
483,0.0965833
484,0.0968283
485,0.0968903
486,0.0970765
487,0.0971906
488,0.0976796
489,0.0982765
490,0.0983773
491,0.0987475
492,0.0992039
493,0.0995892
494,0.0999524
495,0.100433
496,0.10105
497,0.10167
498,0.10215
499,0.102697
500,0.103413
501,0.104168
502,0.104618
503,0.105147
504,0.106127
505,0.107167
506,0.107983
507,0.108741
508,0.109631
509,0.110614
510,0.111606
511,0.112694
512,0.113554
513,0.114621
514,0.115859
515,0.117018
516,0.118153
517,0.119353
518,0.12054
519,0.121654
520,0.122821
521,0.123987
522,0.125196
523,0.126519
524,0.127896
525,0.129158
526,0.130159
527,0.131442
528,0.132853
529,0.134266
530,0.135633
531,0.136817
532,0.138024
533,0.139445
534,0.140766
535,0.142039
536,0.143251
537,0.144468
538,0.14585
539,0.147167
540,0.148346
541,0.149546
542,0.150664
543,0.151694
544,0.152762
545,0.153852
546,0.154959
547,0.155977
548,0.157013
549,0.157899
550,0.158911
551,0.15982
552,0.160716
553,0.161557
554,0.162293
555,0.162961
556,0.163552
557,0.164198
558,0.164727
559,0.165106
560,0.165415
561,0.165695
562,0.165753
563,0.165921
564,0.166062
565,0.16609
566,0.166007
567,0.166055
568,0.166031
569,0.165878
570,0.165704
571,0.165559
572,0.165399
573,0.165317
574,0.165093
575,0.165004
576,0.164842
577,0.164625
578,0.16443
579,0.16438
580,0.164402
581,0.164379
582,0.164259
583,0.16414
584,0.164164
585,0.164182
586,0.164049
587,0.163873
588,0.163995
589,0.163955
590,0.163854
591,0.163859
592,0.163856
593,0.163758
594,0.163798
595,0.16392
596,0.164023
597,0.16408
598,0.164103
599,0.164288
600,0.164281
601,0.164314
602,0.164514
603,0.164441
604,0.164386
605,0.164489
606,0.164583
607,0.16465
608,0.164547
609,0.164395
610,0.164311
611,0.164272
612,0.164142
613,0.163931
614,0.163709
615,0.163457
616,0.163279
617,0.163129
618,0.162964
619,0.162891
620,0.162809
621,0.162761
622,0.162796
623,0.162883
624,0.162871
625,0.162908
626,0.163089
627,0.163295
628,0.163449
629,0.163518
630,0.163531
631,0.163564
632,0.163445
633,0.163221
634,0.163356
635,0.163014
636,0.16241
637,0.161784
638,0.160805
639,0.159576
640,0.158359
641,0.157264
642,0.155892
643,0.154376
644,0.153174
645,0.151854
646,0.150617
647,0.149598
648,0.148709
649,0.147953
650,0.147571
651,0.147342
652,0.147352
653,0.147475
654,0.147529
655,0.147822
656,0.147992
657,0.147752
658,0.147262
659,0.146571
660,0.145708
661,0.144773
662,0.143726
663,0.142461
664,0.14121
665,0.140145
666,0.139058
667,0.138099
668,0.137226
669,0.136478
670,0.13589
671,0.135533
672,0.135318
673,0.135197
674,0.135234
675,0.135413
676,0.135635
677,0.136044
678,0.136442
679,0.137022
680,0.137775
681,0.138638
682,0.139861
683,0.141573
684,0.143816
685,0.146555
686,0.149715
687,0.153616
688,0.158466
689,0.163749
690,0.169371
691,0.175567
692,0.182119
693,0.188656
694,0.195208
695,0.201656
696,0.208108
697,0.21414
698,0.219847
699,0.225572
700,0.231018
701,0.236028
702,0.240643
703,0.245329
704,0.249705
705,0.253445
706,0.257197
707,0.260898
708,0.264236
709,0.267267
710,0.27014
711,0.27308
712,0.275827
713,0.278264
714,0.280803
715,0.283091
716,0.285476
717,0.28814
718,0.29
719,0.291638
720,0.293879
721,0.295939
722,0.297906
723,0.299567
724,0.301202
725,0.303262
726,0.305262
727,0.307182
728,0.308491
729,0.310013
730,0.311482
731,0.312952
732,0.314467
733,0.315858
734,0.317474
735,0.318826
736,0.320145
737,0.3216
738,0.323059
739,0.324296
740,0.325282
741,0.326313
742,0.327913
743,0.328989
744,0.329664
745,0.33052
746,0.331781
747,0.333078
748,0.333848
749,0.33508
750,0.335864
751,0.336633
752,0.337793
753,0.33873
754,0.339939
755,0.341228
756,0.341951
757,0.342578
758,0.343712
759,0.344868
760,0.345594
761,0.346113
762,0.347041
763,0.347988
764,0.348814
765,0.34981
766,0.350249
767,0.351341
768,0.352952
769,0.353689
770,0.353423
771,0.354273
772,0.355644
773,0.356484
774,0.357354
775,0.358435
776,0.359219
777,0.360039
778,0.360769
779,0.361781
780,0.362873
781,0.364045
782,0.364369
783,0.365304
784,0.366663
785,0.367681
786,0.367821
787,0.368587
788,0.369848
789,0.371029
790,0.371832
791,0.372051
792,0.372522
793,0.373305
794,0.374582
795,0.375631
796,0.376528
797,0.377668
798,0.378136
799,0.37857
800,0.380023
801,0.380915
802,0.381636
803,0.383276
804,0.384038
805,0.384517
806,0.385078
807,0.386042
808,0.387356
809,0.387772
810,0.388519
811,0.389546
812,0.390352
813,0.391166
814,0.392386
815,0.393864
816,0.394468
817,0.394742
818,0.395896
819,0.396533
820,0.39694
821,0.397558
822,0.39851
823,0.39914
824,0.400437
825,0.401254
826,0.402187
827,0.403061
828,0.403481
829,0.404588
830,0.405735
831,0.406138
832,0.406867
833,0.407846
834,0.408677
835,0.409454
836,0.410522
837,0.410974
838,0.411857
839,0.412163
840,0.411784
841,0.413054
842,0.414635
843,0.414971
844,0.415891
845,0.417172
846,0.417496
847,0.41756
848,0.418584
849,0.41963
850,0.420294
851,0.421439
852,0.422222
853,0.422412
854,0.423807
855,0.423605
856,0.423918
857,0.425492
858,0.426369
859,0.426613
860,0.426309
861,0.428621
862,0.429696
863,0.429744
864,0.431307
865,0.430117
866,0.431119
867,0.433267
868,0.434372
869,0.434553
870,0.434484
871,0.435133
872,0.436871
873,0.438294
874,0.437184
875,0.436344
876,0.437298
877,0.439426
878,0.440534
879,0.44108
880,0.441558
881,0.441942
882,0.442186
883,0.443816
884,0.445632
885,0.447054
886,0.44677
887,0.446061
888,0.447074
889,0.448188
890,0.449519
891,0.449806
892,0.451189
893,0.451215
894,0.451992
895,0.452732
896,0.453326
897,0.453694
898,0.455016
899,0.455841
900,0.456429
901,0.457603
902,0.458079
903,0.458516
904,0.459611
905,0.460591
906,0.460468
907,0.460949
908,0.462507
909,0.462986
910,0.462679
911,0.463482
912,0.464673
913,0.465302
914,0.465041
915,0.466332
916,0.467918
917,0.468523
918,0.468859
919,0.46943
920,0.46967
921,0.469577
922,0.470783
923,0.471742
924,0.471595
925,0.471978
926,0.473837
927,0.474768
928,0.47442
929,0.47438
930,0.474869
931,0.476044
932,0.477388
933,0.477864
934,0.477737
935,0.478369
936,0.478749
937,0.479379
938,0.480769
939,0.480992
940,0.481447
941,0.482264
942,0.483177
943,0.483053
944,0.48356
945,0.484954
946,0.485586
947,0.484704
948,0.485069
949,0.486412
950,0.487218
951,0.486923
952,0.488006
953,0.488892
954,0.489226
955,0.489279
956,0.489878
957,0.490594
958,0.490525
959,0.490797
960,0.491839
961,0.492897
962,0.493302
963,0.493252
964,0.493931
965,0.494628
966,0.493779
967,0.493741
968,0.49568
969,0.497028
970,0.497056
971,0.49726
972,0.497393
973,0.497147
974,0.497411
975,0.499575
976,0.499537
977,0.500129
978,0.502219
979,0.500989
980,0.500982
981,0.500795
982,0.501456
983,0.501006
984,0.501874
985,0.503614
986,0.503962
987,0.505931
988,0.506313
989,0.505313
990,0.504284
991,0.504662
992,0.505358
993,0.505699
994,0.505093
995,0.50526
996,0.507767
997,0.509451
998,0.510406
999,0.508531
1000,0.507869
1001,0.513808
1002,0.515046
1003,0.515478
1004,0.51588
1005,0.51637
1006,0.517087
1007,0.517145
1008,0.517126
1009,0.517633
1010,0.518571
1011,0.51894
1012,0.519635
1013,0.520479
1014,0.521406
1015,0.522166
1016,0.522052
1017,0.522443
1018,0.523747
1019,0.524382
1020,0.524884
1021,0.524687
1022,0.524929
1023,0.525307
1024,0.524826
1025,0.524695
1026,0.525867
1027,0.527169
1028,0.527585
1029,0.527526
1030,0.528262
1031,0.528572
1032,0.528837
1033,0.529191
1034,0.529608
1035,0.529622
1036,0.530343
1037,0.530855
1038,0.531119
1039,0.531854
1040,0.533216
1041,0.533798
1042,0.53395
1043,0.535387
1044,0.534872
1045,0.535927
1046,0.537105
1047,0.537097
1048,0.537857
1049,0.537772
1050,0.538059
1051,0.538235
1052,0.538737
1053,0.539144
1054,0.539937
1055,0.541168
1056,0.541497
1057,0.54122
1058,0.541351
1059,0.542179
1060,0.54287
1061,0.543184
1062,0.543656
1063,0.544541
1064,0.544556
1065,0.544654
1066,0.545143
1067,0.545822
1068,0.546234
1069,0.546415
1070,0.547261
1071,0.547905
1072,0.548699
1073,0.548721
1074,0.548628
1075,0.548684
1076,0.55039
1077,0.551405
1078,0.552018
1079,0.552481
1080,0.552242
1081,0.552161
1082,0.552211
1083,0.552781
1084,0.55394
1085,0.555074
