# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Cryptomeria japonica trunk.
#wl,R
350,0.0324852
351,0.0318967
352,0.0306724
353,0.0322137
354,0.0321726
355,0.0314804
356,0.0306599
357,0.0308238
358,0.0308156
359,0.0304985
360,0.0307508
361,0.0302275
362,0.0295435
363,0.0302487
364,0.0309493
365,0.0311939
366,0.0304176
367,0.0302506
368,0.030826
369,0.0321836
370,0.0308904
371,0.0307554
372,0.0313862
373,0.0307413
374,0.0300355
375,0.0296178
376,0.0298728
377,0.0301949
378,0.0306753
379,0.0311495
380,0.0313803
381,0.0312468
382,0.0307967
383,0.0309769
384,0.0308259
385,0.0304739
386,0.0297481
387,0.030335
388,0.0310771
389,0.0312932
390,0.0312301
391,0.0311039
392,0.0310025
393,0.0307756
394,0.0306672
395,0.0306823
396,0.0309301
397,0.0310243
398,0.0309804
399,0.0307345
400,0.0313535
401,0.0315956
402,0.0313362
403,0.0313435
404,0.0313166
405,0.0312665
406,0.0310506
407,0.0310941
408,0.0311825
409,0.0312079
410,0.0310837
411,0.0310567
412,0.0311709
413,0.0315017
414,0.0316803
415,0.0316705
416,0.0316098
417,0.0316638
418,0.0316832
419,0.0315871
420,0.031475
421,0.0313889
422,0.0313768
423,0.0314346
424,0.031459
425,0.0314993
426,0.0316828
427,0.0317147
428,0.03177
429,0.0319556
430,0.0318748
431,0.0317725
432,0.0317013
433,0.0317062
434,0.0317887
435,0.0319699
436,0.0320488
437,0.0320708
438,0.0320325
439,0.0319889
440,0.0320247
441,0.0320648
442,0.0320482
443,0.0322075
444,0.0323714
445,0.0324771
446,0.0322836
447,0.0323376
448,0.0324534
449,0.0323714
450,0.0325087
451,0.0326337
452,0.0325764
453,0.0327847
454,0.0328923
455,0.032836
456,0.0330416
457,0.0329891
458,0.0328324
459,0.0330295
460,0.033112
461,0.0331697
462,0.0332626
463,0.0333042
464,0.0333809
465,0.0334844
466,0.0332803
467,0.0333476
468,0.033607
469,0.033649
470,0.0336325
471,0.0336369
472,0.0336896
473,0.0338452
474,0.0340063
475,0.0340985
476,0.0340638
