# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Castanea crenata trunk.
#wl,R
350,0.0307608
351,0.0328269
352,0.036288
353,0.0358369
354,0.0322377
355,0.0295183
356,0.0344735
357,0.0376933
358,0.0385655
359,0.0381569
360,0.0364335
361,0.0326884
362,0.0299142
363,0.0311857
364,0.0326024
365,0.0332637
366,0.0324467
367,0.0291438
368,0.0298672
369,0.0310775
370,0.0302889
371,0.0326896
372,0.0337574
373,0.033649
374,0.0342027
375,0.0329481
376,0.0308892
377,0.0295592
378,0.030792
379,0.0318295
380,0.0319642
381,0.0314246
382,0.0314215
383,0.0317399
384,0.0321227
385,0.0325006
386,0.0321396
387,0.0314871
388,0.0310743
389,0.0311995
390,0.032327
391,0.0327081
392,0.0314324
393,0.0322599
394,0.0332656
395,0.0331514
396,0.0315587
397,0.0325728
398,0.0332866
399,0.0324854
400,0.0331769
401,0.0329516
402,0.0320313
403,0.0314146
404,0.0320341
405,0.0330807
406,0.0335374
407,0.0327131
408,0.0329901
409,0.0332437
410,0.0327754
411,0.0331043
412,0.033662
413,0.0336942
414,0.0328853
415,0.0334159
416,0.0336289
417,0.0333985
418,0.0341431
419,0.0339405
420,0.0338552
421,0.0345869
422,0.034397
423,0.0341262
424,0.0340369
425,0.0341626
426,0.0342825
427,0.0343255
428,0.0344843
429,0.0348959
430,0.0347989
431,0.03464
432,0.0348195
433,0.0348755
434,0.034756
435,0.0346914
436,0.0349871
437,0.035141
438,0.035319
439,0.035555
440,0.0352534
441,0.0354292
442,0.0358093
443,0.035844
444,0.0359579
445,0.0360837
446,0.0361465
447,0.0360405
448,0.0363692
449,0.0367037
450,0.0366198
451,0.0367797
452,0.0369344
453,0.0371316
454,0.0373186
455,0.0373156
456,0.0372909
457,0.037373
458,0.037692
459,0.0378546
460,0.0378508
461,0.0378108
462,0.037917
463,0.0380777
464,0.0382716
465,0.0385397
466,0.0386682
467,0.038759
468,0.0389217
469,0.0389856
470,0.0390798
471,0.0391894
472,0.0392528
473,0.0394711
474,0.0396515
475,0.0396383
476,0.0396667
477,0.0398807
478,0.0400808
479,0.0400661
480,0.040426
481,0.0405325
482,0.0403624
483,0.0407153
484,0.0408963
485,0.0410001
486,0.0413082
487,0.0414434
488,0.0415503
489,0.0417459
490,0.0421081
491,0.0422405
492,0.0423089
493,0.042536
494,0.0431045
495,0.0434017
496,0.0435413
497,0.0438142
498,0.0438942
499,0.0440674
500,0.0444108
501,0.044675
502,0.0449896
503,0.0453107
504,0.0456239
505,0.0461689
506,0.0464937
507,0.0466718
508,0.0470233
509,0.047572
510,0.0480611
511,0.0484545
512,0.048984
