# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Fagus crenata trunk.
#wl,R
350,0.115082
351,0.109622
352,0.109061
353,0.10754
354,0.107226
355,0.10978
356,0.116452
357,0.117131
358,0.113982
359,0.111449
360,0.111435
361,0.112433
362,0.113816
363,0.114692
364,0.114893
365,0.113762
366,0.112543
367,0.113574
368,0.115989
369,0.11646
370,0.114102
371,0.112826
372,0.114551
373,0.116925
374,0.116547
375,0.116302
376,0.11702
377,0.118309
378,0.119042
379,0.120304
380,0.120424
381,0.118858
382,0.119496
383,0.121467
384,0.12288
385,0.122887
386,0.124066
387,0.124402
388,0.123754
389,0.124456
390,0.125187
391,0.125787
392,0.12635
393,0.126813
394,0.12795
395,0.129101
396,0.128831
397,0.127609
398,0.127514
399,0.129018
400,0.129905
401,0.131235
402,0.132112
403,0.131605
404,0.131179
405,0.132158
406,0.133305
407,0.132505
408,0.132065
409,0.132885
410,0.134427
411,0.134705
412,0.135408
413,0.135819
414,0.135144
415,0.135517
416,0.136261
417,0.13696
418,0.137248
419,0.137239
420,0.137305
421,0.137742
422,0.138882
423,0.139233
424,0.139119
425,0.139888
426,0.140248
427,0.140444
428,0.141016
429,0.14104
430,0.140921
431,0.141405
432,0.142412
433,0.14258
434,0.142751
435,0.143194
436,0.143505
437,0.144312
438,0.144867
439,0.144881
440,0.145076
441,0.145513
442,0.145997
443,0.146557
444,0.147371
445,0.147742
446,0.147768
447,0.148222
448,0.14895
449,0.149731
450,0.150155
451,0.150463
452,0.150612
453,0.151089
454,0.15157
455,0.152086
456,0.152518
457,0.15271
458,0.153066
459,0.153319
460,0.153567
461,0.153895
462,0.15424
463,0.154705
464,0.155199
465,0.15527
466,0.155649
467,0.156233
468,0.15677
469,0.15695
470,0.157175
471,0.157545
472,0.158028
473,0.158279
474,0.158584
475,0.158903
476,0.159414
477,0.159731
478,0.159973
479,0.160412
480,0.160786
481,0.161125
482,0.161262
483,0.161191
484,0.161757
485,0.162264
486,0.162593
487,0.1632
488,0.163607
489,0.163911
490,0.164597
491,0.164896
492,0.165265
493,0.165966
494,0.166312
495,0.16686
496,0.167583
497,0.168166
498,0.168738
499,0.169452
500,0.170263
501,0.170768
502,0.171248
503,0.171919
504,0.172885
505,0.173875
506,0.174506
507,0.175066
508,0.175825
509,0.176523
510,0.177349
511,0.17861
512,0.179492
513,0.180233
514,0.181042
515,0.182021
516,0.182927
517,0.18375
518,0.184493
519,0.185519
520,0.186385
521,0.187077
522,0.18789
523,0.188988
524,0.189981
525,0.190728
526,0.191445
527,0.192378
528,0.193262
529,0.194049
530,0.195014
531,0.195751
532,0.1964
533,0.197154
534,0.197928
535,0.198766
536,0.199573
537,0.200389
538,0.201222
539,0.201891
540,0.20251
541,0.20325
542,0.20393
543,0.204507
544,0.205125
545,0.205839
546,0.206612
547,0.207249
548,0.207801
549,0.208429
550,0.209336
551,0.20976
552,0.210301
553,0.210951
554,0.21158
555,0.212034
556,0.212422
557,0.212957
558,0.213412
559,0.213705
560,0.214029
561,0.214444
562,0.214589
563,0.214844
564,0.215068
565,0.21522
566,0.21536
567,0.215726
568,0.21599
569,0.216028
570,0.21618
571,0.216387
572,0.216474
573,0.216645
574,0.216652
575,0.216897
576,0.217112
577,0.217125
578,0.217131
579,0.217365
580,0.2177
581,0.217941
582,0.218064
583,0.218241
584,0.21856
585,0.218811
586,0.21884
587,0.218889
588,0.219357
589,0.219613
590,0.219758
591,0.2199
592,0.220058
593,0.220153
594,0.220432
595,0.220758
596,0.221005
597,0.221157
598,0.221235
599,0.221605
600,0.221713
601,0.221768
602,0.222165
603,0.222266
604,0.222404
605,0.222698
606,0.222902
607,0.223165
608,0.223407
609,0.223444
610,0.223513
611,0.223654
612,0.223741
613,0.223841
