# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Betula platyphylla trunk.
#wl,R
350,0.378443
351,0.381806
352,0.38186
353,0.381258
354,0.381364
355,0.381589
356,0.382662
357,0.383438
358,0.384848
359,0.388029
360,0.38768
361,0.387785
362,0.389962
363,0.392082
364,0.392629
365,0.392988
366,0.394631
367,0.396145
368,0.396824
369,0.397001
370,0.398483
371,0.399936
372,0.40078
373,0.401127
374,0.401826
375,0.403107
376,0.404689
377,0.406129
378,0.408345
379,0.409574
380,0.409816
381,0.409958
382,0.411209
383,0.413482
384,0.414481
385,0.414889
386,0.415516
387,0.416658
388,0.418687
389,0.420113
390,0.421158
391,0.422428
392,0.424112
393,0.424644
394,0.425616
395,0.426942
396,0.427494
397,0.428805
398,0.43051
399,0.431858
400,0.432307
401,0.432833
402,0.433894
403,0.435118
404,0.435519
405,0.436498
406,0.437227
407,0.437724
408,0.43803
409,0.438922
410,0.440125
411,0.442503
412,0.443229
413,0.443132
414,0.44441
415,0.445008
416,0.445653
417,0.446818
418,0.447315
419,0.448275
420,0.449285
421,0.449833
422,0.450621
423,0.451671
424,0.452319
425,0.452897
426,0.45416
427,0.454746
428,0.455859
429,0.457142
430,0.456824
431,0.456945
432,0.458168
433,0.459018
434,0.459484
435,0.460401
436,0.462181
437,0.463134
438,0.463461
439,0.463854
440,0.464456
441,0.465351
442,0.466148
443,0.467223
444,0.468204
445,0.468767
446,0.469457
447,0.470948
448,0.471918
449,0.473033
450,0.474174
451,0.474905
452,0.474968
453,0.475852
454,0.476578
455,0.477504
456,0.478534
457,0.479044
458,0.479294
459,0.479821
460,0.480671
461,0.481398
462,0.482042
463,0.482707
464,0.483404
465,0.48356
466,0.484198
467,0.485485
468,0.487061
469,0.486882
470,0.487245
471,0.488303
472,0.489101
473,0.489418
474,0.490134
475,0.490815
476,0.491306
477,0.491695
478,0.492215
479,0.493166
480,0.494145
481,0.494856
482,0.494941
483,0.49513
484,0.496042
485,0.496601
486,0.497422
487,0.49813
488,0.498917
489,0.499678
490,0.500385
491,0.501464
492,0.502399
493,0.503096
494,0.504008
495,0.505206
496,0.506459
497,0.507204
498,0.508168
499,0.509291
500,0.510586
501,0.511847
502,0.51267
503,0.513569
504,0.515116
505,0.517047
506,0.518361
507,0.519606
508,0.520982
509,0.522091
510,0.523422
511,0.525908
512,0.527594
513,0.528867
514,0.530136
515,0.531632
516,0.533149
517,0.534748
518,0.536157
519,0.537713
520,0.539069
521,0.540007
522,0.540984
523,0.542439
524,0.543807
525,0.54475
526,0.545537
527,0.546704
528,0.547887
529,0.549062
530,0.550058
531,0.550639
532,0.551232
533,0.551977
534,0.552579
535,0.553366
536,0.554164
537,0.554954
538,0.556096
539,0.556926
540,0.557468
541,0.55813
542,0.55872
543,0.559209
544,0.559832
545,0.560492
546,0.561354
547,0.562117
548,0.562689
549,0.563286
550,0.564569
551,0.564803
552,0.565593
553,0.566559
554,0.567224
555,0.567591
556,0.567914
557,0.568692
558,0.569265
559,0.569548
560,0.5698
561,0.570238
562,0.570372
563,0.57073
564,0.571023
565,0.571293
566,0.57147
567,0.572169
568,0.572644
569,0.572778
570,0.572961
571,0.573356
