# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Quercus myrsinifolia trunk.
#wl,R
350,0.0534646
351,0.0585273
352,0.0540464
353,0.0522336
354,0.0500638
355,0.0472493
356,0.0480305
357,0.0499503
358,0.0495322
359,0.0468707
360,0.0509592
361,0.0498382
362,0.0468307
363,0.0493667
364,0.0495837
365,0.0512656
366,0.0540068
367,0.0521252
368,0.0512816
369,0.0505717
370,0.049482
371,0.0513812
372,0.0519707
373,0.0515588
374,0.0523758
375,0.0538935
376,0.0541653
377,0.0527119
378,0.050999
379,0.0526613
380,0.0538557
381,0.051931
382,0.0525615
383,0.0525528
384,0.0520432
385,0.0530558
386,0.0536798
387,0.0537275
388,0.0536368
389,0.0541676
390,0.054186
391,0.0540802
392,0.0543837
393,0.0547554
394,0.0554161
395,0.0558453
396,0.0552545
397,0.0550892
398,0.0557416
399,0.0566305
400,0.055896
401,0.0556223
402,0.0559111
403,0.0563047
404,0.0570034
405,0.0575523
406,0.0575485
407,0.0570858
408,0.0573362
409,0.0574748
410,0.0570456
411,0.0574772
412,0.0572711
413,0.0571927
414,0.0582157
415,0.057441
416,0.0571436
417,0.057821
418,0.0578094
419,0.0578331
420,0.0582818
421,0.0589418
422,0.0581825
423,0.0581309
424,0.0586395
425,0.0587101
426,0.0588649
427,0.0588391
428,0.0588646
429,0.0592506
430,0.0594421
431,0.0594406
432,0.0593173
433,0.0596776
434,0.0597713
435,0.0597164
436,0.0601071
437,0.0604117
438,0.0603826
439,0.0602196
440,0.0608672
441,0.0611921
442,0.0612039
443,0.0614249
444,0.0617965
445,0.0621581
446,0.0624165
447,0.0624679
448,0.0625384
449,0.0628637
450,0.0633884
451,0.0636812
452,0.0637518
453,0.0639027
454,0.0641305
455,0.064423
456,0.0646144
457,0.0646157
458,0.0647764
459,0.0649016
460,0.0650864
461,0.0654063
462,0.0655673
463,0.0656923
464,0.0659323
465,0.0663597
466,0.0664455
467,0.0665083
468,0.0668788
469,0.0672475
470,0.0672259
471,0.0671727
472,0.0678067
473,0.0678736
474,0.0678753
475,0.068071
476,0.0682355
477,0.068334
478,0.0685571
479,0.0690458
480,0.069076
481,0.0691317
482,0.069399
483,0.0698
484,0.0700068
485,0.0701168
486,0.0704849
487,0.0708493
488,0.0711616
489,0.0715211
490,0.0721035
491,0.0723051
492,0.0724913
493,0.0729437
494,0.0733982
495,0.0741417
496,0.0748439
497,0.0750553
498,0.0754183
499,0.0761297
500,0.0770473
501,0.0776191
502,0.078381
503,0.0792425
504,0.0800141
505,0.0806466
506,0.0815277
507,0.0826025
508,0.0833102
509,0.0841614
510,0.0851244
511,0.086246
512,0.0873353
513,0.088492
514,0.0896316
515,0.0905981
516,0.0914616
517,0.0926515
518,0.094078
519,0.0950978
520,0.0960651
521,0.0970426
522,0.0981133
523,0.0992984
524,0.100287
525,0.101135
526,0.10226
527,0.103252
528,0.104113
529,0.104996
530,0.105968
531,0.106739
