# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Betula platyphylla trunk.
#wl,R
350,0.491432
351,0.490334
352,0.493434
353,0.492466
354,0.491982
355,0.493484
356,0.498233
357,0.499129
358,0.499743
359,0.503364
360,0.499089
361,0.496932
362,0.499619
363,0.502887
364,0.502472
365,0.502331
366,0.505012
367,0.507475
368,0.508722
369,0.507428
370,0.505905
371,0.507328
372,0.508615
373,0.508627
374,0.508032
375,0.509191
376,0.510706
377,0.511836
378,0.51482
379,0.51476
380,0.513707
381,0.514188
382,0.514203
383,0.51496
384,0.515257
385,0.51697
386,0.515728
387,0.515705
388,0.518498
389,0.518706
390,0.51766
391,0.517327
392,0.518854
393,0.520303
394,0.521418
395,0.521799
396,0.52109
397,0.521751
398,0.523187
399,0.524117
400,0.523321
401,0.523486
402,0.524007
403,0.523474
404,0.524051
405,0.524717
406,0.524475
407,0.525353
408,0.525157
409,0.524832
410,0.524624
411,0.526486
412,0.527266
413,0.526919
414,0.527039
415,0.526927
416,0.52684
417,0.527289
418,0.527477
419,0.528232
420,0.52875
421,0.528523
422,0.529567
423,0.52979
424,0.529064
425,0.529469
426,0.530465
427,0.530605
428,0.531358
429,0.532068
430,0.530907
431,0.530401
432,0.531376
433,0.532007
434,0.532088
435,0.53243
436,0.533461
437,0.534359
438,0.534403
439,0.533971
440,0.534557
441,0.535214
442,0.535603
443,0.536559
444,0.537028
445,0.537178
446,0.537652
447,0.538588
448,0.539222
449,0.540158
450,0.541027
451,0.541586
452,0.54121
453,0.541763
454,0.542534
455,0.543212
456,0.543851
457,0.543981
458,0.544064
459,0.544151
460,0.544482
461,0.544919
462,0.545177
463,0.54555
464,0.54604
465,0.54577
466,0.546105
467,0.547199
468,0.548598
469,0.548129
470,0.548065
471,0.548724
472,0.549425
473,0.549513
474,0.549986
475,0.550427
476,0.550745
477,0.550796
478,0.550965
479,0.551781
480,0.552609
481,0.553017
482,0.552644
483,0.552481
484,0.553342
485,0.553883
486,0.554624
487,0.55511
488,0.555765
489,0.55639
490,0.55673
491,0.557698
492,0.558684
493,0.559407
494,0.560033
495,0.561089
496,0.56241
497,0.563281
498,0.564284
499,0.565416
500,0.566747
501,0.568071
502,0.56899
503,0.570022
504,0.571762
505,0.574025
506,0.57544
507,0.576656
508,0.578168
509,0.579679
510,0.581348
511,0.584039
512,0.586011
513,0.587747
514,0.5894
515,0.59089
516,0.592696
517,0.59461
518,0.596201
519,0.59801
520,0.599693
521,0.600953
522,0.602215
523,0.603861
524,0.605411
525,0.606535
526,0.607481
527,0.608718
528,0.60999
529,0.611363
530,0.612489
531,0.613069
532,0.613663
533,0.614553
534,0.615297
535,0.616089
536,0.616749
537,0.617586
538,0.618676
539,0.619479
540,0.620248
541,0.621009
542,0.621537
543,0.621885
544,0.622458
545,0.623197
546,0.624162
547,0.62491
548,0.625428
549,0.625985
550,0.627363
551,0.627657
552,0.62843
553,0.629323
554,0.629891
555,0.630208
556,0.630492
557,0.631289
558,0.631858
559,0.63202
560,0.632139
561,0.632493
562,0.632516
563,0.632749
564,0.632861
565,0.632933
566,0.633018
567,0.633683
568,0.634028
569,0.633896
570,0.633891
571,0.634216
572,0.634529
573,0.634644
574,0.634344
575,0.634782
576,0.634934
577,0.634726
578,0.634613
579,0.635059
580,0.635424
581,0.635777
582,0.635943
583,0.636131
584,0.636814
585,0.637297
586,0.637131
587,0.637097
588,0.638081
589,0.638506
590,0.638844
591,0.638901
592,0.638997
593,0.638956
594,0.639414
595,0.639959
596,0.640374
597,0.640635
598,0.640513
599,0.641211
600,0.641281
601,0.641417
602,0.642276
603,0.642225
604,0.642331
605,0.642857
606,0.643271
607,0.643842
608,0.644195
609,0.64413
610,0.644338
611,0.644758
612,0.644733
613,0.64477
614,0.644793
615,0.64446
616,0.644508
617,0.64497
618,0.645347
619,0.64558
620,0.645667
621,0.645884
622,0.646393
623,0.646897
624,0.64706
625,0.647216
626,0.647491
627,0.647834
628,0.648419
629,0.649042
630,0.649213
631,0.649432
632,0.649448
633,0.649604
634,0.651042
635,0.651264
636,0.651184
637,0.651381
638,0.650563
639,0.649457
640,0.648878
641,0.647994
642,0.647021
643,0.645768
644,0.644931
645,0.643632
646,0.642504
647,0.641899
648,0.641205
649,0.64035
650,0.640427
651,0.640526
652,0.640833
653,0.641379
654,0.64149
655,0.642481
656,0.643478
657,0.643313
658,0.642693
659,0.641907
660,0.64092
661,0.640243
662,0.63973
663,0.638431
664,0.636883
665,0.635916
666,0.635108
667,0.634223
668,0.633236
669,0.632483
670,0.631762
671,0.631559
672,0.631532
673,0.631495
674,0.63143
675,0.631701
676,0.632028
677,0.632796
678,0.633569
679,0.634632
680,0.6354
681,0.636552
682,0.638283
683,0.640677
684,0.64379
685,0.647108
