# This file was made on 2013/09/20 by Hibiki M. Noda.
# Reflectance spectrum of Betula ermanii trunk.
#wl,R
350,0.166458
351,0.166085
352,0.165713
353,0.166346
354,0.164435
355,0.163138
356,0.165539
357,0.165137
358,0.164797
359,0.165276
360,0.164083
361,0.16414
362,0.165133
363,0.163345
364,0.163804
365,0.164682
366,0.164988
367,0.163615
368,0.163616
369,0.165564
370,0.167043
371,0.166969
372,0.1658
373,0.167098
374,0.167394
375,0.167896
376,0.168975
377,0.169821
378,0.170886
379,0.171066
380,0.171314
381,0.17227
382,0.173413
383,0.173601
384,0.174009
385,0.174613
386,0.174172
387,0.175119
388,0.176218
389,0.175828
390,0.176902
391,0.177804
392,0.178814
393,0.179629
394,0.180286
395,0.180705
396,0.180575
397,0.181373
398,0.182403
399,0.183222
400,0.184235
401,0.184916
402,0.185262
403,0.185626
404,0.186509
405,0.187759
406,0.1883
407,0.188585
408,0.188917
409,0.18975
410,0.190899
411,0.191724
412,0.192066
413,0.192891
414,0.193661
415,0.194039
416,0.194917
417,0.195653
418,0.196242
419,0.197226
420,0.198179
421,0.198873
422,0.199423
423,0.200222
424,0.200747
425,0.201321
426,0.2027
427,0.203534
428,0.204351
429,0.204923
430,0.205156
431,0.205782
432,0.206973
433,0.207689
434,0.20831
435,0.209165
436,0.210277
437,0.211192
438,0.211835
439,0.212556
440,0.213323
441,0.214142
442,0.214847
443,0.21592
444,0.217064
445,0.218014
446,0.218697
447,0.219624
448,0.220456
449,0.221522
450,0.222665
451,0.223668
452,0.224286
453,0.225011
454,0.22593
455,0.226998
456,0.227992
457,0.228754
458,0.229474
459,0.230306
460,0.231119
461,0.23193
462,0.232722
463,0.233562
464,0.234558
465,0.23552
466,0.236416
467,0.237554
468,0.238847
469,0.239404
470,0.240079
471,0.241035
472,0.242058
473,0.24281
474,0.243771
475,0.244801
476,0.245589
477,0.246378
478,0.247251
479,0.24825
480,0.249391
481,0.250389
482,0.250963
483,0.251502
484,0.252463
485,0.253373
486,0.254562
487,0.255554
488,0.256562
489,0.257529
490,0.258414
491,0.259442
492,0.2605
493,0.261447
494,0.262443
495,0.26362
496,0.264776
497,0.265715
498,0.266773
499,0.267849
500,0.269037
501,0.270226
502,0.271168
503,0.272074
504,0.273251
505,0.274648
506,0.275709
507,0.276732
508,0.277832
509,0.278896
510,0.279983
511,0.281553
512,0.282816
513,0.283838
514,0.284848
515,0.285936
516,0.287037
517,0.288198
518,0.28926
519,0.290469
520,0.291593
521,0.292516
522,0.29341
523,0.294566
524,0.295709
525,0.296678
526,0.297492
527,0.298497
528,0.299619
529,0.300695
530,0.301655
531,0.302414
532,0.303273
533,0.304225
534,0.305038
535,0.30593
536,0.306862
537,0.307828
538,0.308943
539,0.309911
540,0.310757
541,0.311625
542,0.312488
543,0.313209
544,0.314027
545,0.315013
546,0.316048
547,0.31692
548,0.317738
549,0.318615
550,0.31986
551,0.320473
552,0.321415
553,0.322473
554,0.323378
555,0.324087
556,0.324719
557,0.325625
558,0.326518
559,0.327157
560,0.327792
561,0.328567
562,0.329167
563,0.329849
564,0.330486
565,0.331208
566,0.331837
567,0.332761
568,0.333586
569,0.334174
570,0.334825
571,0.335609
572,0.336335
573,0.337079
574,0.337608
575,0.338389
576,0.339056
577,0.339567
578,0.340098
579,0.340913
580,0.341707
581,0.342468
582,0.343126
583,0.343839
584,0.344837
585,0.345734
586,0.346282
587,0.346905
588,0.348082
589,0.348908
590,0.349665
591,0.350306
592,0.350982
593,0.351563
594,0.352405
595,0.35332
596,0.354119
597,0.354809
598,0.355397
599,0.356351
600,0.356924
601,0.357589
602,0.35866
603,0.35923
604,0.359878
605,0.360709
606,0.361541
607,0.362477
608,0.363235
609,0.363821
610,0.364531
611,0.365298
612,0.365917
613,0.366577
614,0.367248
615,0.367683
616,0.368334
617,0.369253
618,0.370115
619,0.370869
620,0.371507
621,0.372188
622,0.373032
623,0.373851
624,0.374441
625,0.375064
626,0.375744
627,0.376465
628,0.377361
629,0.378167
630,0.378721
631,0.379331
632,0.379804
633,0.380375
634,0.381767
635,0.382421
636,0.382933
637,0.38367
638,0.383945
639,0.384048
640,0.384456
641,0.384781
642,0.385153
643,0.38534
644,0.385669
645,0.385939
646,0.386306
647,0.386898
648,0.387432
649,0.387778
650,0.388559
651,0.38924
652,0.389998
653,0.390824
654,0.391314
655,0.392348
656,0.393381
657,0.393716
658,0.393805
659,0.393874
660,0.393947
661,0.39424
662,0.394678
663,0.394732
664,0.394663
665,0.395047
666,0.395501
667,0.395906
668,0.39626
669,0.396764
670,0.397269
671,0.398136
672,0.399016
673,0.39982
674,0.400625
675,0.401627
676,0.402622
677,0.403889
678,0.405303
679,0.406937
680,0.408351
681,0.410031
682,0.412057
683,0.414405
684,0.417092
685,0.419658
686,0.421811
